Reading No,Reading Type,Duration,Main,Low,High,Light,Time,User,Sigma Value,Units,Batch,Heat,Lot,Note,Sample,Mode,Ag,Ag 2-Sigma/LOD,Ag CPS/uA,As,As 2-Sigma/LOD,As CPS/uA,Au,Au 2-Sigma/LOD,Au CPS/uA,Bal,Bal 2-Sigma/LOD,Bi,Bi 2-Sigma/LOD,Bi CPS/uA,Cd,Cd 2-Sigma/LOD,Cd CPS/uA,Co,Co 2-Sigma/LOD,Co CPS/uA,Cr,Cr 2-Sigma/LOD,Cr CPS/uA,Cu,Cu 2-Sigma/LOD,Cu CPS/uA,Fe,Fe 2-Sigma/LOD,Fe CPS/uA,Hf,Hf 2-Sigma/LOD,Hf CPS/uA,Hg,Hg 2-Sigma/LOD,Hg CPS/uA,Mn,Mn 2-Sigma/LOD,Mn CPS/uA,Mo,Mo 2-Sigma/LOD,Mo CPS/uA,Nb,Nb 2-Sigma/LOD,Nb CPS/uA,Ni,Ni 2-Sigma/LOD,Ni CPS/uA,Pb,Pb 2-Sigma/LOD,Pb CPS/uA,Pd,Pd 2-Sigma/LOD,Pd CPS/uA,Rb,Rb 2-Sigma/LOD,Rb CPS/uA,Re,Re 2-Sigma/LOD,Re CPS/uA,Sb,Sb 2-Sigma/LOD,Sb CPS/uA,Se,Se 2-Sigma/LOD,Se CPS/uA,Sn,Sn 2-Sigma/LOD,Sn CPS/uA,Sr,Sr 2-Sigma/LOD,Sr CPS/uA,Ta,Ta 2-Sigma/LOD,Ta CPS/uA,Th,Th 2-Sigma/LOD,Th CPS/uA,Ti,Ti 2-Sigma/LOD,Ti CPS/uA,U,U 2-Sigma/LOD,U CPS/uA,V,V 2-Sigma/LOD,V CPS/uA,W,W 2-Sigma/LOD,W CPS/uA,Y,Y 2-Sigma/LOD,Y CPS/uA,Zn,Zn 2-Sigma/LOD,Zn CPS/uA,Zr,Zr 2-Sigma/LOD,Zr CPS/uA,Ba,Ba 2-Sigma/LOD,Ba CPS/uA,Ca,Ca 2-Sigma/LOD,Ca CPS/uA,Cs,Cs 2-Sigma/LOD,Cs CPS/uA,K,K 2-Sigma/LOD,K CPS/uA,S,S 2-Sigma/LOD,S CPS/uA,Sc,Sc 2-Sigma/LOD,Sc CPS/uA,Te,Te 2-Sigma/LOD,Te CPS/uA,Satellites,Altitude,Latitude,Longitude,Grid,Easting,Northing,
1498,Soils,90.35,30.22,30.06,30.07,,"Mon May 4, 2026 - 12:47:40",User,1.5,ppm,,,,,,Soils,<LOD,1.2454,1.0079,<LOD,1.4926,0.8385,<LOD,8.4043,1.4683,<LOD,0.0000,,,,<LOD,2.5073,2.0944,<LOD,12.2774,0.9540,31.1040 , 2.8533,2.7083,<LOD,4.7988,0.4763,1698.8202 , 23.6474,5.0310,,,,826.1254 , 13.4948,14.3766,<LOD,16.3821,0.3865,<LOD,1.2435,8.5700,,,,<LOD,4.9698,0.3043,17.9978 , 1.1085,0.6524,<LOD,1.1279,0.7359,13.1187 , 1.0285,1.7207,,,,4.6674 , 2.5635,6.1828,<LOD,0.5742,0.4996,<LOD,4.1767,4.6824,15.0907 , 0.6797,3.5950,,,,3.8227 , 1.1436,0.5240,4323.3999 , 19.0269,16.6557,3.5141 , 2.6805,2.9566,40.0555 , 4.8361,2.6883,<LOD,5.8819,0.2366,,,,<LOD,2.1697,0.7310,149.7891 , 1.9618,20.3873,295.1679 , 9.8651,24.4898,<LOD,30.9598,0.4762,<LOD,12.0467,31.9866,3830.5168 , 55.7936,3.1748,2594.6584 , 74.1738,0.3194,<LOD,3.6724,0.1998,<LOD,5.9848,10.0837,10,426.700012,39.000748,-122.662949,10.000000,529185.750000,4316913.500000,
1499,Soils,91.98,31.78,30.06,30.14,,"Mon May 4, 2026 - 12:50:25",User,1.5,ppm,,,,,,Soils,<LOD,1.2393,1.0245,<LOD,1.4794,0.8383,<LOD,8.4465,1.4877,<LOD,0.0000,,,,<LOD,2.0025,2.0508,<LOD,12.3512,0.9677,37.2156 , 2.9530,2.7648,<LOD,3.3863,0.4503,1762.6980 , 23.9182,5.1703,,,,829.3148 , 13.4746,14.3757,<LOD,15.5143,0.3454,<LOD,0.9826,8.4343,,,,<LOD,5.1065,0.3232,16.2904 , 1.0834,0.6239,<LOD,1.1195,0.7436,14.0239 , 1.0353,1.7797,,,,<LOD,3.7998,6.0834,<LOD,0.5886,0.5379,<LOD,3.1013,4.5986,15.4489 , 0.6810,3.6186,,,,4.7893 , 1.1136,0.5164,4555.4717 , 19.8820,17.4606,3.4066 , 2.6764,2.9546,43.0978 , 5.0627,2.8032,<LOD,5.8082,0.2311,,,,<LOD,2.1281,0.7048,148.2313 , 1.9476,20.1418,285.3855 , 9.7713,24.5049,<LOD,35.9112,0.4934,<LOD,11.9604,32.4694,4316.0449 , 60.1110,3.5301,3206.7004 , 82.7076,0.3797,<LOD,3.9063,0.2249,<LOD,5.9527,10.2966,10,425.899994,39.000751,-122.662956,10.000000,529185.187500,4316914.000000,
1500,Soils,91.86,31.69,30.12,30.05,,"Mon May 4, 2026 - 12:53:16",User,1.5,ppm,,,,,,Soils,<LOD,1.5811,0.7592,15.3869 , 1.1890,0.6833,<LOD,5.1578,0.2689,<LOD,0.0000,,,,<LOD,2.5381,1.4887,<LOD,60.0804,15.8489,87.9128 , 4.6377,3.4712,20.1298 , 3.2677,0.4729,48276.1562 , 110.1590,101.3095,,,,109.3583 , 6.3864,1.5304,299.7940 , 20.9104,1.0604,<LOD,1.1195,5.5077,,,,<LOD,16.5821,0.5766,7.0878 , 1.0949,0.3069,<LOD,1.3780,0.5108,59.2284 , 1.5060,3.3476,,,,<LOD,7.5480,4.5360,<LOD,0.4990,0.2302,4.9621 , 2.6695,3.5246,121.0166 , 1.4271,7.8379,,,,5.8607 , 1.3625,0.4227,4047.0242 , 26.9635,13.5230,<LOD,3.9031,0.7141,129.5366 , 7.3217,2.8433,<LOD,0.0000,0.2477,,,,41.4695 , 1.9266,0.6681,118.6385 , 2.2206,12.2917,479.5007 , 12.8559,19.9361,7971.5244 , 101.4904,8.5183,33.9455 , 10.3040,24.7212,14567.4971 , 133.3288,9.7409,14872.9385 , 214.7781,1.4408,<LOD,17.6992,2.0232,<LOD,7.6231,7.5235,8,424.600006,39.000751,-122.662956,10.000000,529184.875000,4316914.000000,
1501,Soils,90.22,30.05,30.10,30.07,,"Mon May 4, 2026 - 12:55:35",User,1.5,ppm,,,,,,Soils,<LOD,1.6503,0.7588,16.2796 , 1.1859,0.7001,<LOD,5.0635,0.2656,<LOD,0.0000,,,,<LOD,2.7053,1.5166,<LOD,59.5923,16.0919,95.0289 , 4.8535,3.4912,16.2892 , 3.1497,0.4510,49043.1367 , 109.0400,102.7219,,,,110.8121 , 6.3211,1.5396,300.6680 , 20.5461,1.0576,<LOD,1.0990,5.4176,,,,11.3383 , 7.3822,0.5932,7.3696 , 1.0865,0.3101,<LOD,1.4584,0.5268,61.0188 , 1.5159,3.4626,,,,6.4745 , 3.3947,4.5810,<LOD,0.4943,0.2329,7.5408 , 2.8016,3.5776,123.4398 , 1.4186,7.9449,,,,6.4078 , 1.3280,0.4213,4252.3149 , 28.3654,14.0569,4.5418 , 1.8962,0.7737,124.9124 , 7.6812,2.8658,<LOD,0.0000,0.2495,,,,38.3680 , 1.8644,0.6427,118.1466 , 2.1873,12.2256,485.3392 , 13.4340,19.9494,8367.4863 , 108.2154,8.8968,41.3431 , 10.7751,24.9134,15410.3281 , 142.5747,10.2997,16929.1816 , 236.7423,1.6267,<LOD,18.8242,2.0727,<LOD,7.9525,7.4829,8,423.899994,39.000744,-122.662956,10.000000,529184.875000,4316913.000000,
1502,Soils,90.43,30.17,30.13,30.13,,"Mon May 4, 2026 - 12:58:13",User,1.5,ppm,,,,,,Soils,<LOD,1.6810,0.6972,2.1605 , 1.0057,0.3801,<LOD,4.7398,0.2023,<LOD,0.0000,,,,<LOD,2.6964,1.3582,61.2741 , 41.5164,15.1739,101.3321 , 5.2820,3.5624,31.2650 , 3.5655,0.4999,48746.5391 , 113.0320,94.9999,,,,52.2369 , 5.0656,0.7813,1275.5131 , 32.1012,2.2680,1.6846 , 0.7628,5.1351,,,,24.5512 , 8.0878,0.6350,6.3840 , 1.0935,0.2706,<LOD,1.4462,0.4557,43.4040 , 1.3524,2.3627,,,,<LOD,5.2036,4.1324,<LOD,0.5003,0.2096,5.3970 , 2.8790,3.3343,114.6648 , 1.4157,6.8176,,,,4.7389 , 1.3521,0.3612,4589.3110 , 29.8494,13.8837,2.3637 , 1.7171,0.5520,129.1567 , 8.1523,2.7950,<LOD,8.9569,0.2370,,,,104.6729 , 2.5520,1.0280,104.7888 , 2.1609,10.2724,308.4227 , 13.4905,16.5709,25835.6289 , 175.1753,24.7897,39.2631 , 11.0923,23.4336,11067.2764 , 126.3634,7.2521,16558.2207 , 240.8771,1.5510,<LOD,40.9753,5.6147,<LOD,8.2070,7.1230,5,423.600006,39.000740,-122.662971,10.000000,529183.312500,4316912.500000,
1503,Soils,90.25,30.01,30.15,30.09,,"Mon May 4, 2026 - 13:01:14",User,1.5,ppm,,,,,,Soils,<LOD,1.7132,0.7006,2.4189 , 1.0266,0.3885,<LOD,4.6562,0.1903,<LOD,0.0000,,,,<LOD,2.7507,1.3678,58.4201 , 42.0083,15.2776,108.7702 , 5.3623,3.5758,35.4279 , 3.6583,0.5163,49504.1797 , 114.2740,95.7483,,,,55.4488 , 5.2387,0.8172,1302.5381 , 32.5289,2.2922,<LOD,1.8025,5.0534,,,,18.7015 , 8.0457,0.6076,7.0868 , 1.1150,0.2755,<LOD,1.5333,0.5007,42.6857 , 1.3406,2.2784,,,,<LOD,5.3024,4.1441,<LOD,0.5072,0.2132,<LOD,5.8271,3.2928,114.3692 , 1.4226,6.7350,,,,3.4903 , 1.3243,0.3305,4816.0571 , 30.8695,14.4966,<LOD,2.8320,0.5178,122.0182 , 8.3285,2.8290,<LOD,9.3788,0.2559,,,,109.3148 , 2.6111,1.0548,106.0602 , 2.1813,10.2453,315.9525 , 13.7686,16.7268,27693.6914 , 182.0223,26.4124,30.3272 , 11.2995,23.3351,11993.9863 , 131.9144,7.8256,19714.1191 , 261.3735,1.8244,<LOD,56.3390,5.9827,<LOD,8.3640,7.1375,6,428.000000,39.000751,-122.663116,10.000000,529170.750000,4316914.000000,
1504,Soils,90.50,30.09,30.31,30.10,,"Mon May 4, 2026 - 13:04:26",User,1.5,ppm,,,,,,Soils,<LOD,1.6028,0.8103,2.1925 , 1.1289,0.5708,<LOD,4.0179,0.1856,<LOD,0.0000,,,,<LOD,2.5414,1.5211,<LOD,68.0771,10.6364,84.0985 , 4.1459,3.0826,34.5328 , 3.3909,0.5647,31790.4766 , 92.8133,66.4000,,,,16.5327 , 3.5944,0.4657,994.8730 , 28.5265,1.9754,<LOD,1.0650,5.7935,,,,<LOD,9.7402,0.5258,22.3938 , 1.2942,0.4884,<LOD,1.4728,0.6137,61.5042 , 1.4386,3.6276,,,,<LOD,5.0139,4.9159,<LOD,0.4603,0.2313,<LOD,5.8922,3.9738,41.2288 , 0.8558,3.2036,,,,4.5894 , 1.3301,0.4553,3811.2119 , 24.2414,12.3987,<LOD,3.0082,0.5006,92.2631 , 6.4347,2.4251,<LOD,8.2133,0.2519,,,,67.5499 , 2.0855,0.8583,147.2176 , 2.2421,14.5298,558.5091 , 13.4751,23.5789,1606.1300 , 55.5008,2.2544,36.6524 , 10.7221,28.3491,11199.8896 , 112.7935,7.2803,361.9147 , 72.5102,0.1616,<LOD,9.5212,0.6118,<LOD,7.9053,8.4041,5,430.100006,39.000763,-122.663063,10.000000,529175.500000,4316915.000000,
1505,Soils,90.15,30.23,30.08,29.84,,"Mon May 4, 2026 - 13:07:09",User,1.5,ppm,,,,,,Soils,<LOD,1.6345,0.8156,<LOD,2.1249,0.5401,<LOD,4.1470,0.1892,<LOD,0.0000,,,,<LOD,2.5735,1.5043,<LOD,79.8842,10.3985,75.3395 , 4.1300,2.9159,36.4543 , 3.4795,0.5677,31383.5352 , 93.9373,64.6053,,,,13.4950 , 3.5895,0.4353,1094.5404 , 29.9932,2.0816,<LOD,1.0776,5.6733,,,,<LOD,9.8269,0.5100,23.2056 , 1.3290,0.4916,<LOD,1.5269,0.6408,61.6255 , 1.4583,3.5706,,,,<LOD,5.0636,4.7991,<LOD,0.4719,0.2314,<LOD,5.3996,3.9485,40.8547 , 0.8661,3.1325,,,,6.6468 , 1.3611,0.4783,3997.9456 , 24.6880,12.6703,<LOD,2.1847,0.4703,84.5977 , 6.5264,2.3882,<LOD,8.6373,0.2668,,,,64.8703 , 2.0990,0.8295,141.1861 , 2.2410,13.8493,558.3124 , 13.6831,23.4520,1811.6168 , 58.6785,2.4251,41.2317 , 10.9021,28.4327,12147.5879 , 118.5688,7.7719,348.8542 , 73.6406,0.1605,<LOD,10.0273,0.6459,<LOD,8.0244,8.3447,5,431.399994,39.000759,-122.663040,10.000000,529177.562500,4316915.000000,
1506,Soils,90.41,30.25,30.09,30.07,,"Mon May 4, 2026 - 13:09:58",User,1.5,ppm,,,,,,Soils,<LOD,1.6771,0.6687,7.0874 , 1.2177,0.5419,<LOD,4.7834,0.1982,<LOD,0.0000,,,,<LOD,2.6966,1.2873,<LOD,72.1673,11.5529,73.9250 , 4.6360,2.8441,42.3514 , 3.7395,0.5221,39836.7812 , 105.5384,72.5357,,,,38.7074 , 4.7106,0.6330,433.1172 , 23.5754,1.0732,<LOD,1.1111,4.7000,,,,<LOD,10.5178,0.4340,17.1195 , 1.2972,0.3678,<LOD,1.5622,0.5234,69.5778 , 1.6161,3.4348,,,,<LOD,5.3893,4.2878,<LOD,0.5111,0.2102,<LOD,5.3363,3.4370,43.5260 , 0.9334,2.8544,,,,6.5715 , 1.4152,0.4040,4422.6382 , 28.4830,12.7064,<LOD,3.1856,0.4683,107.2025 , 7.5437,2.4810,<LOD,9.1040,0.2352,,,,81.3301 , 2.3728,0.8426,120.5496 , 2.2029,10.4542,832.3193 , 14.9771,23.6168,2113.2676 , 68.5704,2.5713,51.7722 , 11.5823,25.1939,14882.8359 , 138.8372,8.5290,562.3414 , 88.3782,0.1842,<LOD,11.9309,0.7163,<LOD,8.5209,7.3969,6,432.299988,39.000751,-122.663033,10.000000,529178.125000,4316914.000000,
1507,Soils,91.98,31.82,30.04,30.12,,"Mon May 4, 2026 - 13:13:31",User,1.5,ppm,,,,,,Soils,<LOD,1.7119,0.6859,7.0819 , 1.2620,0.5565,<LOD,4.7456,0.1873,<LOD,0.0000,,,,<LOD,2.7201,1.2874,<LOD,58.5708,11.6629,81.5585 , 4.7326,2.9438,39.6754 , 3.7404,0.5045,40774.1484 , 107.7462,73.8839,,,,43.0091 , 4.9143,0.6697,474.6310 , 24.3168,1.1128,<LOD,1.1302,4.6836,,,,<LOD,10.5630,0.4164,19.1722 , 1.3581,0.3889,<LOD,1.5870,0.5308,70.1496 , 1.6455,3.4300,,,,<LOD,6.5042,4.3668,<LOD,0.5279,0.2196,5.0712 , 2.9899,3.4670,43.5349 , 0.9474,2.8343,,,,6.6470 , 1.4641,0.4131,4561.3564 , 29.2582,13.1485,<LOD,3.3451,0.4730,126.8320 , 7.8109,2.6456,<LOD,9.2183,0.2330,,,,79.0450 , 2.3854,0.8223,120.2658 , 2.2326,10.3427,842.8209 , 15.0622,23.4206,2306.2996 , 71.3815,2.7664,68.5985 , 11.6625,25.3387,16257.4336 , 144.4188,9.2873,555.1442 , 89.0250,0.1873,<LOD,12.4683,0.7923,<LOD,10.7044,7.4806,6,432.500000,39.000748,-122.663017,10.000000,529179.437500,4316913.500000,
1508,Soils,90.10,30.23,30.08,29.79,,"Mon May 4, 2026 - 13:16:21",User,1.5,ppm,,,,,,Soils,<LOD,1.5810,0.7760,5.7291 , 1.0042,0.4923,<LOD,4.2609,0.2076,<LOD,0.0000,,,,<LOD,2.5927,1.5906,<LOD,54.1845,13.5206,64.2172 , 4.2467,3.0196,29.5207 , 3.3025,0.5353,40122.4570 , 100.9184,86.1298,,,,11.1963 , 3.3942,0.4046,764.5177 , 25.8561,1.7170,<LOD,1.0684,5.7166,,,,<LOD,9.6675,0.4714,7.2957 , 1.0513,0.3164,<LOD,1.4813,0.6147,62.8596 , 1.4685,3.7154,,,,<LOD,4.9891,4.8004,<LOD,0.4945,0.2661,6.1513 , 2.7617,3.9165,68.0263 , 1.0599,4.8519,,,,7.6202 , 1.3430,0.4866,4004.5352 , 26.1160,13.5291,2.5859 , 1.5004,0.5432,103.5188 , 6.9569,2.6789,<LOD,8.1458,0.2473,,,,70.6413 , 2.1142,0.8802,131.7584 , 2.1847,13.5065,605.1716 , 13.4846,23.5779,5228.4302 , 85.8569,5.9836,38.3958 , 10.6573,27.4667,14199.3828 , 130.2530,9.5953,328.0215 , 77.8934,0.1832,<LOD,14.7514,1.4138,<LOD,9.4348,8.3814,6,433.000000,39.000751,-122.663017,10.000000,529179.687500,4316914.000000,
1509,Soils,91.83,31.69,30.07,30.07,,"Mon May 4, 2026 - 13:18:51",User,1.5,ppm,,,,,,Soils,<LOD,1.5656,0.7962,4.7891 , 1.0546,0.5052,<LOD,4.0382,0.1777,<LOD,0.0000,,,,<LOD,2.5219,1.5632,<LOD,55.6305,13.6580,62.5489 , 4.2372,2.9926,24.4795 , 3.2969,0.5096,40501.5703 , 103.6606,87.1943,,,,9.0842 , 3.3985,0.3812,711.0354 , 25.9179,1.6512,<LOD,1.0940,5.7287,,,,<LOD,10.1188,0.5019,10.5688 , 1.1376,0.3551,<LOD,1.4478,0.6119,62.8787 , 1.5016,3.7166,,,,<LOD,4.8989,4.8581,<LOD,0.4771,0.2375,4.7026 , 2.6922,3.8699,71.4805 , 1.1086,5.0731,,,,7.9297 , 1.3804,0.4958,4025.6104 , 26.4714,13.7266,2.3933 , 1.5262,0.5375,104.4406 , 7.0236,2.7201,<LOD,8.5573,0.2610,,,,75.1210 , 2.2045,0.9151,130.8388 , 2.2345,13.4945,613.1369 , 13.2002,23.6381,5456.8545 , 87.0732,6.1729,45.4829 , 10.4297,27.5995,14534.7002 , 131.8378,9.8484,299.9171 , 77.7649,0.1827,<LOD,14.9488,1.4672,<LOD,7.6980,8.2384,6,433.899994,39.000687,-122.662956,10.000000,529185.062500,4316907.000000,
1510,Soils,90.31,30.17,30.09,30.05,,"Mon May 4, 2026 - 13:21:53",User,1.5,ppm,,,,,,Soils,<LOD,1.6858,0.7324,2.4193 , 1.0259,0.4121,<LOD,4.0260,0.1562,<LOD,0.0000,,,,<LOD,2.6950,1.3971,<LOD,75.7977,13.3853,67.7333 , 4.4855,2.8571,34.5265 , 3.5123,0.5133,42918.8555 , 106.1042,84.1823,,,,7.9028 , 3.3881,0.3321,884.5801 , 27.9910,1.7467,<LOD,1.0930,5.0560,,,,<LOD,10.3830,0.4595,9.8259 , 1.1373,0.3139,<LOD,1.5753,0.5770,80.5759 , 1.6725,4.1602,,,,<LOD,5.3176,4.4747,<LOD,0.4825,0.2158,6.1521 , 2.9535,3.7281,53.0375 , 0.9846,3.5357,,,,6.6499 , 1.3660,0.4282,3949.7378 , 27.5350,12.3731,<LOD,2.6313,0.4543,100.2713 , 7.2629,2.4621,<LOD,8.7415,0.2414,,,,81.3023 , 2.2930,0.8777,129.5368 , 2.2269,11.8679,822.3320 , 14.8152,24.7998,2323.6797 , 70.4513,2.9106,58.1781 , 11.4780,26.7309,16209.3154 , 143.8521,9.9670,<LOD,201.9554,0.1597,<LOD,12.1030,0.7535,<LOD,8.4392,7.8291,6,460.500000,39.000805,-122.662857,10.000000,529193.687500,4316920.000000,
1511,Soils,90.35,30.13,30.13,30.09,,"Mon May 4, 2026 - 13:24:15",User,1.5,ppm,,,,,,Soils,<LOD,1.6895,0.7102,4.7810 , 1.0545,0.4429,<LOD,4.0814,0.1572,<LOD,0.0000,,,,<LOD,2.7116,1.3623,<LOD,61.4272,13.5499,62.2151 , 4.3455,2.7821,30.4378 , 3.4679,0.4899,43758.0820 , 107.5880,85.6705,,,,6.1644 , 3.3545,0.3145,928.4349 , 28.6542,1.8043,<LOD,1.1112,5.1145,,,,<LOD,10.4700,0.4542,8.5264 , 1.1235,0.2994,<LOD,1.5557,0.5418,78.8338 , 1.6724,4.0625,,,,<LOD,5.3866,4.4375,<LOD,0.4899,0.2178,<LOD,7.2552,3.6768,52.1256 , 0.9855,3.4642,,,,7.0039 , 1.3966,0.4358,4057.8118 , 26.9102,12.5699,<LOD,3.0850,0.4549,111.6823 , 7.2012,2.5299,<LOD,8.8985,0.2451,,,,81.7023 , 2.3150,0.8759,130.9024 , 2.2551,11.9000,840.5284 , 15.0593,24.9355,2404.5793 , 70.1068,2.9840,57.3419 , 11.6445,26.6425,17118.5215 , 144.2980,10.5137,<LOD,149.0430,0.1532,<LOD,12.0162,0.7647,<LOD,8.5697,7.8404,8,459.600006,39.000805,-122.662872,10.000000,529191.937500,4316920.000000,
1512,Soils,92.15,31.96,30.09,30.10,,"Mon May 4, 2026 - 13:28:33",User,1.5,ppm,,,,,,Soils,<LOD,1.5964,0.6752,4.3506 , 1.1154,0.5130,<LOD,4.9213,0.2364,<LOD,0.0000,,,,<LOD,2.5686,1.3308,<LOD,78.4166,9.2564,42.0720 , 4.5115,2.7848,27.0810 , 3.2886,0.4610,30822.5957 , 93.3249,57.7698,,,,114.9600 , 6.4841,1.4663,2218.9988 , 39.2596,3.2852,<LOD,1.6963,5.2020,,,,<LOD,9.4070,0.4156,15.1315 , 1.2069,0.3642,<LOD,1.6564,0.5332,63.0166 , 1.5166,3.3332,,,,<LOD,4.9229,4.0052,<LOD,0.4921,0.2186,<LOD,6.4850,3.1596,80.1674 , 1.1665,5.1121,,,,6.3174 , 1.3542,0.4170,3820.4973 , 26.9233,11.3859,2.7316 , 1.8220,0.6750,93.4089 , 7.0674,2.2920,<LOD,8.2549,0.2209,,,,69.8251 , 2.1915,0.8213,113.1763 , 2.0951,10.7714,520.6624 , 13.1342,18.8401,16505.7383 , 135.3624,15.0001,34.6707 , 10.4342,22.3717,11095.6729 , 118.0425,6.7246,1146.0516 , 93.2679,0.2289,<LOD,24.0444,3.6983,<LOD,7.7015,6.6766,7,456.500000,39.000805,-122.662880,10.000000,529191.687500,4316920.000000,
1513,Soils,90.25,30.04,30.07,30.14,,"Mon May 4, 2026 - 13:31:18",User,1.5,ppm,,,,,,Soils,<LOD,1.5929,0.6461,7.0793 , 1.1253,0.5452,<LOD,4.9937,0.2455,<LOD,0.0000,,,,<LOD,2.6082,1.3246,<LOD,76.0772,9.4853,45.7303 , 4.5362,2.8010,24.9335 , 3.2375,0.4499,31583.1211 , 93.8592,59.3093,,,,112.6344 , 6.3254,1.4613,2235.9807 , 39.2196,3.3188,<LOD,1.0771,5.0549,,,,<LOD,9.2574,0.4020,13.1671 , 1.1686,0.3431,<LOD,2.0895,0.5442,63.2462 , 1.5033,3.3120,,,,<LOD,4.9998,3.9831,<LOD,0.4952,0.2237,<LOD,5.3467,3.1129,81.2939 , 1.1696,5.1660,,,,6.6131 , 1.3542,0.4199,4005.7004 , 27.3364,11.8827,<LOD,2.9671,0.6329,90.5406 , 7.1571,2.3362,<LOD,0.0000,0.2063,,,,69.8903 , 2.1746,0.8252,109.9291 , 2.0676,10.5327,531.8207 , 13.3780,18.9561,17844.6680 , 140.4894,16.2360,36.3525 , 10.6143,22.4020,12116.5273 , 123.0381,7.3768,1566.1000 , 100.0299,0.2655,<LOD,24.8387,3.8423,<LOD,7.8382,6.6974,7,455.500000,39.000790,-122.662872,10.000000,529192.250000,4316918.500000,
